acc,status,balance,transferred,ms,note
nguyen357,OK,700,700,2936,
nguyen3570,OK,550,550,2919,
nguyen3571,OK,1150,1150,2786,
nguyen3572,OK,900,900,2876,
nguyen3573,OK,550,550,2840,
nguyen3574,OK,1400,1400,3007,
nguyen3575,OK,500,500,2964,
nguyen3576,OK,550,550,3006,
nguyen3577,OK,600,600,2991,
nguyen3578,OK,1400,1400,2977,
nguyen3579,OK,425,425,3007,
nguyen358,OK,1150,1150,2883,
nguyen3580,OK,650,650,3097,
nguyen3581,OK,450,450,2971,
nguyen3582,OK,700,700,3055,
nguyen3583,OK,410,410,3250,
nguyen3584,OK,900,900,3223,
nguyen3585,OK,1150,1150,3316,
nguyen3586,OK,900,900,3406,
nguyen3587,OK,900,900,3182,
nguyen3588,OK,650,650,3155,
nguyen3589,OK,900,900,3126,
nguyen359,OK,700,700,2899,
nguyen3590,OK,425,425,3186,
nguyen3591,OK,600,600,3292,
nguyen3592,OK,1150,1150,3248,
nguyen3593,OK,425,425,3214,
nguyen3594,OK,425,425,3231,
nguyen3595,OK,900,900,3269,
nguyen3596,OK,410,410,3193,
nguyen3597,OK,450,450,3200,
nguyen3598,OK,410,410,2885,
nguyen3599,OK,700,700,2864,
nguyen36,OK,500,500,3251,
nguyen360,OK,500,500,3025,
nguyen3600,OK,550,550,2911,
nguyen3601,OK,550,550,2821,
nguyen3602,OK,450,450,2842,
nguyen3603,OK,700,700,2812,
nguyen3604,OK,1400,1400,2923,
nguyen3605,OK,475,475,2855,
nguyen3606,OK,1400,1400,2873,
nguyen3607,OK,700,700,2992,
nguyen3608,OK,700,700,2898,
nguyen3609,OK,425,425,2911,
nguyen361,OK,1150,1150,3051,
nguyen3610,OK,650,650,2773,
nguyen3611,OK,1400,1400,2893,
nguyen3612,OK,700,700,2823,
nguyen3613,OK,500,500,2987,
nguyen3614,OK,600,600,2892,
nguyen3615,OK,425,425,2782,
nguyen3616,OK,550,550,2855,
nguyen3617,OK,900,900,2920,
nguyen3618,OK,475,475,2959,
nguyen3619,OK,1150,1150,2982,
nguyen362,OK,700,700,3050,
nguyen3620,OK,1400,1400,2964,
nguyen3621,OK,475,475,2898,
nguyen3622,OK,600,600,2973,
nguyen3623,OK,550,550,3040,
nguyen3624,OK,650,650,2938,
nguyen3625,OK,650,650,2929,
nguyen3626,OK,550,550,2869,
nguyen3627,OK,425,425,2945,
nguyen3628,OK,700,700,2917,
nguyen3629,OK,1150,1150,2814,
nguyen363,OK,500,500,3008,
nguyen3630,OK,425,425,2988,
nguyen3631,OK,700,700,2854,
nguyen3632,OK,650,650,3135,
nguyen3633,OK,500,500,2840,
nguyen3634,OK,550,550,2707,
nguyen3635,OK,550,550,2946,
nguyen3636,OK,550,550,2869,
nguyen3637,OK,900,900,2827,
nguyen3638,OK,425,425,2884,
nguyen3639,OK,700,700,2951,
nguyen364,OK,600,600,3039,
nguyen3640,OK,600,600,3036,
nguyen3641,OK,1400,1400,2849,
nguyen3642,OK,450,450,2849,
nguyen3643,OK,450,450,2887,
nguyen3644,OK,450,450,2888,
nguyen3645,OK,900,900,2918,
nguyen3646,OK,475,475,2861,
nguyen3647,OK,600,600,2904,
nguyen3648,OK,1150,1150,2828,
nguyen3649,OK,1150,1150,2876,
nguyen365,OK,600,600,3095,
nguyen3650,OK,700,700,2939,
nguyen3651,OK,1150,1150,2837,
nguyen3652,OK,700,700,2463,
nguyen3653,OK,650,650,2854,
nguyen3654,OK,500,500,3033,
nguyen3655,OK,600,600,2849,
nguyen3656,OK,500,500,2879,
nguyen3657,OK,425,425,2793,
nguyen3658,OK,410,410,2796,
nguyen3659,OK,450,450,2888,
nguyen366,OK,450,450,3156,
nguyen3660,OK,500,500,2909,
nguyen3661,OK,500,500,2952,
nguyen3662,OK,1400,1400,2895,
nguyen3663,OK,475,475,2789,
nguyen3664,OK,425,425,2928,
nguyen3665,OK,650,650,2960,
nguyen3666,OK,650,650,2827,
nguyen3667,OK,600,600,2914,
nguyen3668,OK,650,650,2873,
nguyen3669,OK,475,475,3360,
nguyen367,OK,900,900,3199,
nguyen3670,OK,700,700,2976,
nguyen3671,OK,1400,1400,2876,
nguyen3672,OK,500,500,2867,
nguyen3673,OK,475,475,2887,
nguyen3674,OK,500,500,2884,
nguyen3675,OK,1400,1400,2878,
nguyen3676,OK,550,550,2882,
nguyen3677,OK,600,600,2900,
nguyen3678,OK,700,700,2826,
nguyen3679,OK,700,700,2941,
nguyen368,OK,550,550,3143,
nguyen3680,OK,1400,1400,2913,
nguyen3681,OK,410,410,2761,
nguyen3682,OK,900,900,2917,
nguyen3683,OK,600,600,2803,
nguyen3684,OK,650,650,2941,
nguyen3685,OK,550,550,2947,
nguyen3686,OK,410,410,2920,
nguyen3687,OK,550,550,2924,
nguyen3688,OK,550,550,2880,
nguyen3689,OK,500,500,2915,
nguyen369,OK,410,410,2883,
nguyen3690,OK,410,410,2897,
nguyen3691,OK,410,410,2876,
nguyen3692,OK,900,900,2933,
nguyen3693,OK,425,425,2816,
nguyen3694,OK,1150,1150,2875,
nguyen3695,OK,450,450,2957,
nguyen3696,OK,1150,1150,2902,
nguyen3697,OK,650,650,2837,
nguyen3698,OK,1400,1400,2840,
nguyen3699,OK,425,425,2890,
nguyen37,OK,600,600,3223,
nguyen370,OK,475,475,3107,
nguyen3700,OK,900,900,2886,
nguyen3701,OK,600,600,2785,
nguyen3702,OK,475,475,2843,
nguyen3703,OK,425,425,2913,
nguyen3704,OK,425,425,2924,
nguyen3705,OK,1150,1150,2902,
nguyen3706,OK,550,550,3067,
nguyen3707,OK,900,900,2951,
nguyen3708,OK,450,450,2883,
nguyen3709,OK,425,425,3018,
nguyen371,OK,475,475,3027,
nguyen3710,OK,410,410,2972,
nguyen3711,OK,600,600,2952,
nguyen3712,OK,900,900,2914,
nguyen3713,OK,425,425,2866,
nguyen3714,OK,550,550,2862,
nguyen3715,OK,700,700,2873,
nguyen3716,OK,550,550,2920,
nguyen3717,OK,475,475,3034,
nguyen3718,OK,700,700,2822,
nguyen3719,OK,450,450,2894,
nguyen372,OK,475,475,3031,
nguyen3720,OK,700,700,2883,
nguyen3721,OK,550,550,2823,
nguyen3722,OK,550,550,2848,
nguyen3723,OK,900,900,2877,
nguyen3724,OK,1150,1150,2744,
nguyen3725,OK,450,450,2856,
nguyen3726,OK,700,700,2843,
nguyen3727,OK,650,650,2855,
nguyen3728,OK,410,410,2958,
nguyen3729,OK,650,650,2871,
nguyen373,OK,1150,1150,2985,
nguyen3730,OK,550,550,2960,
nguyen3731,OK,410,410,2852,
nguyen3732,OK,650,650,2966,
nguyen3733,OK,1400,1400,2817,
nguyen3734,OK,425,425,2903,
nguyen3735,OK,475,475,2908,
nguyen3736,OK,425,425,2864,
nguyen3737,OK,475,475,2877,
nguyen3738,OK,1400,1400,2797,
nguyen3739,OK,425,425,2938,
nguyen374,OK,410,410,3018,
nguyen3740,OK,700,700,2871,
nguyen3741,OK,475,475,2904,
nguyen3742,OK,1150,1150,2784,
nguyen3743,OK,600,600,2899,
nguyen3744,OK,1150,1150,2869,
nguyen3745,OK,450,450,2954,
nguyen3746,OK,650,650,3335,
nguyen3747,OK,1400,1400,2863,
nguyen3748,OK,500,500,2882,
nguyen3749,OK,410,410,2821,
nguyen375,OK,700,700,3075,
nguyen3750,OK,410,410,2961,
nguyen3751,OK,900,900,2849,
nguyen3752,OK,450,450,2793,
nguyen3753,OK,475,475,2857,
nguyen3754,OK,410,410,2963,
nguyen3755,OK,500,500,2800,
nguyen3756,OK,500,500,2931,
nguyen3757,OK,410,410,2894,
nguyen3758,OK,900,900,2866,
nguyen3759,OK,650,650,2904,
nguyen376,OK,475,475,2986,
nguyen3760,OK,700,700,2779,
nguyen3761,OK,450,450,2817,
nguyen3762,OK,650,650,2856,
nguyen3763,OK,1150,1150,2857,
nguyen3764,OK,1150,1150,2413,
nguyen3765,OK,550,550,2914,
nguyen3766,OK,1400,1400,2862,
nguyen3767,OK,1400,1400,2835,
nguyen3768,OK,450,450,2916,
nguyen3769,OK,500,500,2856,
nguyen377,OK,550,550,2961,
nguyen3770,OK,1400,1400,2877,
nguyen3771,OK,550,550,2896,
nguyen3772,OK,475,475,2950,
nguyen3773,OK,425,425,2920,
nguyen3774,OK,450,450,2905,
nguyen3775,OK,650,650,2880,
nguyen3776,OK,900,900,3039,
nguyen3777,OK,650,650,2805,
nguyen3778,OK,900,900,2870,
nguyen3779,OK,550,550,2942,
nguyen378,OK,900,900,3081,
nguyen3780,OK,410,410,2818,
nguyen3781,OK,900,900,2830,
nguyen3782,OK,700,700,2844,
nguyen3783,OK,550,550,2850,
nguyen3784,OK,450,450,2848,
nguyen3785,OK,650,650,2861,
nguyen3786,OK,450,450,2857,
nguyen3787,OK,1150,1150,2912,
nguyen3788,OK,1400,1400,2958,
nguyen3789,OK,700,700,2929,
nguyen379,OK,700,700,2873,
nguyen3790,OK,425,425,2897,
nguyen3791,OK,550,550,2893,
nguyen3792,OK,500,500,2833,
nguyen3793,OK,450,450,2844,
nguyen3794,OK,550,550,2845,
nguyen3795,OK,700,700,2891,
nguyen3796,OK,1400,1400,2810,
nguyen3797,OK,410,410,2854,
nguyen3798,OK,600,600,2874,
nguyen3799,OK,425,425,2945,
nguyen38,OK,1150,1150,3235,
nguyen380,OK,600,600,2938,
nguyen3800,OK,450,450,2815,
nguyen3801,OK,650,650,2789,
nguyen3802,OK,500,500,2830,
nguyen3803,OK,600,600,2781,
nguyen3804,OK,900,900,2839,
nguyen3805,OK,650,650,2836,
nguyen3806,OK,450,450,2915,
nguyen3807,OK,500,500,2878,
nguyen3808,OK,450,450,2829,
nguyen3809,OK,425,425,2804,
nguyen381,OK,425,425,2954,
nguyen3810,OK,650,650,2915,
nguyen3811,OK,650,650,2855,
nguyen3812,OK,600,600,2915,
nguyen3813,OK,550,550,2917,
nguyen3814,OK,1400,1400,2966,
nguyen3815,OK,900,900,2835,
nguyen3816,OK,500,500,2829,
nguyen3817,OK,600,600,2885,
nguyen3818,OK,450,450,2881,
nguyen3819,OK,900,900,2868,
nguyen382,OK,900,900,2910,
nguyen3820,OK,425,425,2810,
nguyen3821,OK,600,600,2868,
nguyen3822,OK,700,700,2822,
nguyen3823,OK,700,700,2917,
nguyen3824,OK,550,550,2866,
nguyen3825,OK,410,410,2869,
nguyen3826,OK,1400,1400,2868,
nguyen3827,OK,900,900,2937,
nguyen3828,OK,425,425,2802,
nguyen3829,OK,650,650,2953,
nguyen383,OK,425,425,3003,
nguyen3830,OK,900,900,2888,
nguyen3831,OK,900,900,2874,
nguyen3832,OK,1150,1150,2937,
nguyen3833,OK,500,500,2944,
nguyen3834,OK,600,600,2899,
nguyen3835,OK,900,900,2814,
nguyen3836,OK,450,450,2846,
nguyen3837,OK,900,900,2908,
nguyen3838,OK,500,500,2840,
nguyen3839,OK,475,475,2918,
nguyen384,OK,550,550,2992,
nguyen3840,OK,700,700,2935,
nguyen3841,OK,900,900,2985,
nguyen3842,OK,600,600,2915,
nguyen3843,OK,450,450,2854,
nguyen3844,OK,410,410,2839,
nguyen3845,OK,410,410,2863,
nguyen3846,OK,450,450,2858,
nguyen3847,OK,410,410,2868,
nguyen3848,OK,900,900,2790,
nguyen3849,OK,500,500,2900,
nguyen385,OK,425,425,2917,
nguyen3850,OK,700,700,2879,
nguyen3851,OK,1150,1150,2871,
nguyen3852,OK,410,410,2884,
nguyen3853,OK,475,475,2798,
nguyen3854,OK,425,425,2808,
nguyen3855,OK,450,450,2895,
nguyen3856,OK,500,500,2782,
nguyen3857,OK,1400,1400,2865,
nguyen3858,OK,1150,1150,3409,
nguyen3859,OK,410,410,2805,
nguyen386,OK,410,410,3107,
nguyen3860,OK,550,550,2922,
nguyen3861,OK,475,475,2841,
nguyen3862,OK,1150,1150,2918,
nguyen3863,OK,600,600,2992,
nguyen3864,OK,600,600,2952,
nguyen3865,OK,425,425,3018,
nguyen3866,OK,475,475,2855,
nguyen3867,OK,600,600,2846,
nguyen3868,OK,900,900,2908,
nguyen3869,OK,410,410,2866,
nguyen387,OK,500,500,3013,
nguyen3870,OK,425,425,2790,
nguyen3871,OK,550,550,2806,
nguyen3872,OK,550,550,2865,
nguyen3873,OK,550,550,2966,
nguyen3874,OK,500,500,2871,
nguyen3875,OK,1400,1400,2864,
nguyen3876,OK,600,600,2886,
nguyen3877,OK,650,650,2945,
nguyen3878,OK,1150,1150,2739,
nguyen3879,OK,1400,1400,2872,
nguyen388,OK,1150,1150,3017,
nguyen3880,OK,500,500,2891,
nguyen3881,OK,900,900,2880,
nguyen3882,OK,500,500,2826,
nguyen3883,OK,475,475,2898,
nguyen3884,OK,900,900,2861,
nguyen3885,OK,1400,1400,2917,
nguyen3886,OK,600,600,2904,
nguyen3887,OK,475,475,2878,
nguyen3888,OK,650,650,2881,
nguyen3889,OK,900,900,2862,
nguyen389,OK,900,900,2449,
nguyen3890,OK,1150,1150,2864,
nguyen3891,OK,900,900,2808,
nguyen3892,OK,500,500,2866,
nguyen3893,OK,475,475,2908,
nguyen3894,OK,500,500,2797,
nguyen3895,OK,900,900,2817,
nguyen3896,OK,600,600,2866,
nguyen3897,OK,600,600,2837,
nguyen3898,OK,410,410,2906,
nguyen3899,OK,500,500,2835,
nguyen39,OK,600,600,3440,
nguyen390,OK,1150,1150,2986,
nguyen3900,OK,475,475,2879,
nguyen3901,OK,410,410,2949,
nguyen3902,OK,1150,1150,2834,
nguyen3903,OK,600,600,2876,
nguyen3904,OK,425,425,2902,
nguyen3905,OK,650,650,2819,
nguyen3906,OK,1150,1150,2922,
nguyen3907,OK,425,425,2894,
nguyen3908,OK,700,700,2843,
nguyen3909,OK,425,425,2880,
nguyen391,OK,650,650,3035,
nguyen3910,OK,450,450,2835,
nguyen3911,OK,1400,1400,2860,
nguyen3912,OK,1150,1150,2921,
nguyen3913,OK,650,650,2830,
nguyen3914,OK,550,550,2764,
nguyen3915,OK,1400,1400,2859,
nguyen3916,OK,700,700,2880,
nguyen3917,OK,650,650,2864,
nguyen3918,OK,600,600,2831,
nguyen3919,OK,475,475,2885,
nguyen392,OK,650,650,2964,
nguyen3920,OK,425,425,2804,
nguyen3921,OK,1400,1400,2868,
nguyen3922,OK,475,475,2799,
nguyen3923,OK,550,550,2899,
nguyen3924,OK,1150,1150,2822,
nguyen3925,OK,550,550,2847,
nguyen3926,OK,700,700,2750,
nguyen3927,OK,600,600,2791,
nguyen3928,OK,425,425,2898,
nguyen3929,OK,700,700,2898,
nguyen393,OK,550,550,2963,
nguyen3930,OK,450,450,2874,
nguyen3931,OK,1150,1150,2861,
nguyen3932,OK,410,410,2859,
nguyen3933,OK,500,500,2926,
nguyen3934,OK,450,450,2929,
nguyen3935,OK,500,500,2929,
nguyen3936,OK,450,450,2835,
nguyen3937,OK,1400,1400,2900,
nguyen3938,OK,550,550,2811,
nguyen3939,OK,450,450,2813,
nguyen394,OK,900,900,3102,
nguyen3940,OK,425,425,2863,
nguyen3941,OK,700,700,2884,
nguyen3942,OK,500,500,2866,
nguyen3943,OK,900,900,2798,
nguyen3944,OK,600,600,2781,
nguyen3945,OK,425,425,2779,
nguyen3946,OK,410,410,2882,
nguyen3947,OK,650,650,2913,
nguyen3948,OK,900,900,2915,
nguyen3949,OK,500,500,2914,
nguyen395,OK,900,900,2891,
nguyen3950,OK,900,900,2842,
nguyen3951,OK,425,425,2964,
nguyen3952,OK,550,550,2860,
nguyen3953,OK,410,410,2842,
nguyen3954,OK,500,500,2816,
nguyen3955,OK,425,425,2900,
nguyen3956,OK,700,700,2799,
nguyen3957,OK,425,425,2960,
nguyen3958,OK,410,410,2886,
nguyen3959,OK,425,425,2852,
nguyen396,OK,410,410,3074,
nguyen3960,OK,650,650,2845,
nguyen3961,OK,425,425,2866,
nguyen3962,OK,700,700,2907,
nguyen3963,OK,425,425,2831,
nguyen3964,OK,700,700,2932,
nguyen3965,OK,410,410,2924,
nguyen3966,OK,900,900,2888,
nguyen3967,OK,450,450,3001,
nguyen3968,OK,410,410,2858,
nguyen3969,OK,900,900,2848,
nguyen397,OK,410,410,2968,
nguyen3970,OK,650,650,2917,
nguyen3971,OK,650,650,2819,
nguyen3972,OK,600,600,2799,
nguyen3973,OK,550,550,2826,
nguyen3974,OK,550,550,2856,
nguyen3975,OK,425,425,2922,
nguyen3976,OK,450,450,2776,
nguyen3977,OK,650,650,2947,
nguyen3978,OK,900,900,2891,
nguyen3979,OK,650,650,2817,
nguyen398,OK,450,450,3053,
nguyen3980,OK,1150,1150,2829,
nguyen3981,OK,500,500,2826,
nguyen3982,OK,600,600,2794,
nguyen3983,OK,1150,1150,2884,
nguyen3984,OK,500,500,2900,
nguyen3985,OK,1400,1400,2874,
nguyen3986,OK,475,475,2906,
nguyen3987,OK,475,475,2815,
nguyen3988,OK,425,425,2892,
nguyen3989,OK,425,425,2844,
nguyen399,OK,900,900,2912,
nguyen3990,OK,900,900,2861,
nguyen3991,OK,450,450,2819,
nguyen3992,OK,450,450,2859,
nguyen3993,OK,900,900,2824,
nguyen3994,OK,450,450,2991,
nguyen3995,OK,1400,1400,2980,
nguyen3996,OK,1400,1400,2983,
nguyen3997,OK,1150,1150,2934,
nguyen3998,OK,450,450,2979,
nguyen3999,OK,475,475,2957,
nguyen40,OK,650,650,3583,
nguyen400,OK,900,900,2959,
nguyen4000,OK,1400,1400,2949,
nguyen4001,OK,700,700,2877,
nguyen4002,OK,425,425,2860,
nguyen4003,OK,1400,1400,2878,
nguyen4004,OK,550,550,2985,
nguyen4005,OK,1400,1400,2916,
nguyen4006,OK,475,475,2880,
nguyen4007,OK,475,475,2844,
nguyen4008,OK,410,410,2877,
nguyen4009,OK,410,410,2914,
nguyen401,OK,1400,1400,2999,
nguyen4010,OK,1150,1150,3011,
nguyen4011,OK,450,450,2850,
nguyen4012,OK,600,600,2851,
nguyen4013,OK,475,475,2845,
nguyen4014,OK,600,600,2875,
nguyen4015,OK,500,500,2882,
nguyen4016,OK,1400,1400,2909,
nguyen4017,OK,475,475,2857,
nguyen4018,OK,410,410,2896,
nguyen4019,OK,475,475,2875,
nguyen402,OK,500,500,2955,
nguyen4020,OK,700,700,2857,
nguyen4021,OK,650,650,2823,
nguyen4022,OK,1150,1150,2883,
nguyen4023,OK,1150,1150,2947,
nguyen4024,OK,700,700,2815,
nguyen4025,OK,650,650,2949,
nguyen4026,OK,1400,1400,3029,
nguyen4027,OK,410,410,2967,
nguyen4028,OK,1150,1150,2820,
nguyen4029,OK,475,475,2937,
nguyen403,OK,550,550,2974,
nguyen4030,OK,600,600,3009,
nguyen4031,OK,1400,1400,2885,
nguyen4032,OK,1150,1150,2891,
nguyen4033,OK,1150,1150,2830,
nguyen4034,OK,500,500,3051,
nguyen4035,OK,410,410,2727,
nguyen4036,OK,500,500,2843,
nguyen4037,OK,650,650,2879,
nguyen404,OK,475,475,2879,
nguyen405,OK,425,425,2996,
nguyen406,OK,1400,1400,2997,
nguyen407,OK,650,650,2910,
nguyen408,OK,900,900,3031,
nguyen409,OK,475,475,3040,
nguyen41,OK,425,425,3540,
nguyen410,OK,900,900,3032,
nguyen411,OK,1400,1400,3019,
nguyen412,OK,425,425,3003,
nguyen413,OK,410,410,3048,
nguyen414,OK,550,550,3036,
nguyen415,OK,650,650,2944,
nguyen416,OK,700,700,3179,
nguyen417,OK,600,600,3012,
nguyen418,OK,550,550,2951,
nguyen419,OK,410,410,2938,
nguyen42,OK,1400,1400,3533,
nguyen420,OK,1400,1400,2969,
nguyen421,OK,650,650,3019,
nguyen422,OK,900,900,2980,
nguyen423,OK,475,475,2959,
nguyen424,OK,1150,1150,2957,
nguyen425,OK,1150,1150,2925,
nguyen426,OK,410,410,2892,
nguyen427,OK,550,550,3000,
nguyen428,OK,425,425,2943,
nguyen429,OK,1150,1150,2713,
nguyen43,OK,1150,1150,3308,
nguyen430,OK,700,700,3368,
nguyen431,OK,700,700,3073,
nguyen432,OK,1150,1150,3003,
nguyen433,OK,450,450,2954,
nguyen434,OK,500,500,2945,
nguyen435,OK,425,425,2954,
nguyen436,OK,550,550,2950,
nguyen437,OK,550,550,2962,
nguyen438,OK,410,410,3020,
nguyen439,OK,1400,1400,2989,
nguyen44,OK,1150,1150,3820,
nguyen440,OK,900,900,2923,
nguyen441,OK,600,600,3032,
nguyen442,OK,900,900,2844,
nguyen443,OK,900,900,2846,
nguyen444,OK,1150,1150,3037,
nguyen445,OK,1150,1150,2946,
nguyen446,OK,475,475,2817,
nguyen447,OK,475,475,2984,
nguyen448,OK,1150,1150,2911,
nguyen449,OK,900,900,2867,
nguyen45,OK,700,700,3740,
nguyen450,OK,550,550,3468,
nguyen451,OK,1150,1150,2987,
nguyen452,OK,500,500,2889,
nguyen453,OK,900,900,3019,
nguyen454,OK,450,450,2854,
nguyen455,OK,500,500,2882,
nguyen456,OK,425,425,2964,
nguyen457,OK,475,475,2857,
nguyen458,OK,550,550,3095,
nguyen459,OK,700,700,2846,
nguyen46,OK,1150,1150,3441,
nguyen460,OK,900,900,2853,
nguyen461,OK,500,500,3026,
nguyen462,OK,650,650,2967,
nguyen463,OK,500,500,3018,
nguyen464,OK,1400,1400,2953,
nguyen465,OK,425,425,2889,
nguyen466,OK,700,700,2997,
nguyen467,OK,450,450,3058,
nguyen468,OK,700,700,2943,
nguyen469,OK,650,650,3153,
nguyen47,OK,425,425,3503,
nguyen470,OK,900,900,3115,
nguyen471,OK,450,450,3054,
nguyen472,OK,475,475,2956,
nguyen473,OK,450,450,2936,
nguyen474,OK,450,450,2961,
nguyen475,OK,450,450,2933,
nguyen476,OK,550,550,3100,
nguyen477,OK,650,650,2955,
nguyen478,OK,475,475,3049,
nguyen479,OK,650,650,2813,
nguyen48,OK,475,475,3593,
nguyen480,OK,1150,1150,2958,
nguyen481,OK,1400,1400,3002,
nguyen482,OK,700,700,3004,
nguyen483,OK,475,475,2862,
nguyen484,OK,600,600,2964,
nguyen485,OK,550,550,2903,
nguyen486,OK,410,410,2908,
nguyen487,OK,550,550,2996,
nguyen488,OK,700,700,2986,
nguyen489,OK,410,410,3025,
nguyen49,OK,1150,1150,3516,
nguyen490,OK,425,425,3027,
nguyen491,OK,600,600,2894,
nguyen492,OK,1400,1400,2944,
nguyen493,OK,550,550,3026,
nguyen494,OK,1150,1150,3061,
nguyen495,OK,700,700,3143,
nguyen496,OK,425,425,3042,
nguyen497,OK,600,600,2964,
nguyen498,OK,1150,1150,3022,
nguyen499,OK,425,425,2988,
nguyen50,OK,600,600,3440,
nguyen500,OK,475,475,2988,
nguyen501,OK,1400,1400,3021,
nguyen502,OK,1150,1150,3035,
nguyen503,OK,475,475,3060,
nguyen504,OK,600,600,3139,
nguyen505,OK,1400,1400,3178,
nguyen506,OK,1400,1400,2952,
nguyen507,OK,410,410,2882,
nguyen508,OK,550,550,2942,
nguyen509,OK,410,410,2853,
nguyen51,OK,700,700,3593,
nguyen510,OK,650,650,3136,
nguyen511,OK,650,650,2995,
nguyen512,OK,1400,1400,3117,
nguyen513,OK,1150,1150,2954,
nguyen514,OK,900,900,3035,
nguyen515,OK,1400,1400,2936,
nguyen516,OK,550,550,3615,
nguyen517,OK,450,450,3113,
nguyen518,OK,450,450,3477,
nguyen519,OK,700,700,3409,
nguyen52,OK,410,410,3660,
nguyen520,OK,900,900,3492,
nguyen521,OK,1150,1150,3458,
nguyen522,OK,900,900,3455,
nguyen523,OK,650,650,3230,
nguyen524,OK,500,500,3292,
nguyen525,OK,500,500,3236,
nguyen526,OK,475,475,3281,
nguyen527,OK,450,450,3489,
nguyen528,OK,450,450,2597,
nguyen529,OK,1150,1150,3018,
nguyen53,OK,1150,1150,3543,
nguyen530,OK,700,700,3211,
nguyen531,OK,700,700,3218,
nguyen532,OK,425,425,3100,
nguyen533,OK,475,475,3152,
nguyen534,OK,550,550,3254,
nguyen535,OK,900,900,3387,
nguyen536,OK,475,475,3226,
nguyen537,OK,650,650,3465,
nguyen538,OK,650,650,3360,
nguyen539,OK,550,550,4114,
nguyen54,OK,700,700,3528,
nguyen540,OK,410,410,3278,
nguyen541,OK,410,410,3789,
nguyen542,OK,900,900,3529,
nguyen543,OK,550,550,3686,
nguyen544,OK,900,900,3644,
nguyen545,OK,650,650,3551,
nguyen546,OK,650,650,3497,
nguyen547,OK,500,500,3588,
nguyen548,OK,700,700,3673,
nguyen549,OK,425,425,3778,
nguyen55,OK,650,650,3263,
nguyen550,OK,1150,1150,3904,
nguyen551,OK,1150,1150,3626,
nguyen552,OK,600,600,3564,
nguyen553,OK,600,600,3593,
nguyen554,OK,700,700,3558,
nguyen555,OK,700,700,3563,
nguyen556,OK,900,900,3659,
nguyen557,OK,900,900,3408,
nguyen558,OK,500,500,3506,
nguyen559,OK,700,700,3482,
nguyen56,OK,900,900,3284,
nguyen560,OK,1150,1150,3522,
nguyen561,OK,475,475,3348,
nguyen562,OK,1400,1400,3583,
nguyen563,OK,900,900,3328,
nguyen564,OK,650,650,3165,
nguyen565,OK,900,900,3211,
nguyen566,OK,500,500,3284,
nguyen567,OK,1150,1150,3195,
nguyen568,OK,550,550,3478,
nguyen569,OK,410,410,3245,
nguyen57,OK,900,900,3578,
nguyen570,OK,650,650,3362,
nguyen571,OK,550,550,3247,
nguyen572,OK,550,550,3098,
nguyen573,OK,550,550,3261,
nguyen574,OK,500,500,3296,
nguyen575,OK,650,650,3136,
nguyen576,OK,1400,1400,3116,
nguyen577,OK,1400,1400,3088,
nguyen578,OK,425,425,3234,
nguyen579,OK,900,900,3288,
nguyen58,OK,450,450,3707,
nguyen580,OK,650,650,3241,
nguyen581,OK,500,500,3143,
nguyen582,OK,900,900,3116,
nguyen583,OK,410,410,3094,
nguyen584,OK,700,700,3120,
nguyen585,OK,1400,1400,3379,
nguyen586,OK,650,650,3052,
nguyen587,OK,1150,1150,3760,
nguyen588,OK,500,500,3143,
nguyen589,OK,1400,1400,3180,
nguyen59,OK,425,425,3800,
nguyen590,OK,550,550,2979,
nguyen591,OK,900,900,3050,
nguyen592,OK,475,475,2925,
nguyen593,OK,425,425,3129,
nguyen594,OK,410,410,2951,
nguyen595,OK,600,600,3069,
nguyen596,OK,450,450,2972,
nguyen597,OK,1400,1400,2933,
nguyen598,OK,475,475,3035,
nguyen599,OK,550,550,3023,
nguyen60,OK,600,600,3563,
nguyen600,OK,450,450,3132,
nguyen601,OK,900,900,3201,
nguyen602,OK,425,425,3108,
nguyen603,OK,450,450,3161,
nguyen604,OK,1150,1150,3115,
nguyen605,OK,650,650,3194,
nguyen606,OK,550,550,3154,
nguyen607,OK,700,700,3188,
nguyen608,OK,1150,1150,3142,
nguyen609,OK,700,700,3207,
nguyen61,OK,600,600,2987,
nguyen610,OK,600,600,3200,
nguyen611,OK,410,410,3101,
nguyen612,OK,900,900,3255,
nguyen613,OK,900,900,3127,
nguyen614,OK,475,475,3403,
nguyen615,OK,1400,1400,2958,
nguyen616,OK,410,410,3237,
nguyen617,OK,550,550,3364,
nguyen618,OK,1400,1400,3117,
nguyen619,OK,700,700,3271,
nguyen62,OK,700,700,3045,
nguyen620,OK,600,600,2968,
nguyen621,OK,450,450,3015,
nguyen622,OK,650,650,2807,
nguyen623,OK,1400,1400,2933,
nguyen624,OK,425,425,2991,
nguyen625,OK,450,450,2930,
nguyen626,OK,475,475,2825,
nguyen627,OK,475,475,2813,
nguyen628,OK,425,425,3034,
nguyen629,OK,410,410,2896,
nguyen63,OK,550,550,3749,
nguyen630,OK,425,425,3142,
nguyen631,OK,650,650,3101,
nguyen632,OK,700,700,3271,
nguyen633,OK,1150,1150,3207,
nguyen634,OK,450,450,3194,
nguyen635,OK,700,700,3124,
nguyen636,OK,550,550,3177,
nguyen637,OK,900,900,3038,
nguyen638,OK,600,600,3208,
nguyen639,OK,700,700,3296,
