acc,status,remain,reward,prize,ms,note
pro1467,SPUN,1,300,300 xu,3301,
pro1468,SPUN,1,750,750 xu,3428,
pro1469,SPUN,1,500,500 xu,3517,
pro147,SPUN,1,10,10 xu,5230,
pro1470,SPUN,1,50,50 xu,3280,
pro1471,SPUN,1,300,300 xu,3692,
pro1472,SPUN,1,300,300 xu,3425,
pro1473,SPUN,1,75,75 xu,3708,
pro1474,SPUN,1,10,10 xu,3492,
pro1475,SPUN,1,300,300 xu,4542,
pro1476,SPUN,1,150,150 xu,4363,
pro1477,SPUN,1,50,50 xu,3891,
pro1478,SPUN,1,500,500 xu,3523,
pro1479,SPUN,1,1000,1000 xu,4007,
pro148,SPUN,1,250,250 xu,3234,
pro1480,SPUN,1,750,750 xu,3400,
pro1481,SPUN,1,500,500 xu,3600,
pro1482,SPUN,1,200,200 xu,3335,
pro1483,SPUN,1,10,10 xu,3675,
pro1484,SPUN,1,150,150 xu,3571,
pro1485,SPUN,1,500,500 xu,3477,
pro1486,SPUN,1,200,200 xu,3666,
pro1487,SPUN,1,300,300 xu,3534,
pro1488,SPUN,1,100,100 xu,4231,
pro1489,SPUN,1,750,750 xu,3022,
pro149,SPUN,1,50,50 xu,3420,
pro1490,SPUN,1,75,75 xu,3809,
pro1491,SPUN,1,150,150 xu,3124,
pro1492,SPUN,1,10,10 xu,4439,
pro1493,SPUN,1,25,25 xu,3784,
pro1494,SPUN,1,10,10 xu,4394,
pro1495,SPUN,1,100,100 xu,4049,
pro1496,SPUN,1,75,75 xu,3874,
pro1497,SPUN,1,200,200 xu,3256,
pro1498,SPUN,1,200,200 xu,3728,
pro1499,SPUN,1,150,150 xu,3129,
pro15,SPUN,1,100,100 xu,4425,
pro150,SPUN,1,50,50 xu,3503,
pro1500,SPUN,1,10,10 xu,3768,
pro1501,SPUN,1,300,300 xu,4006,
pro1502,SPUN,1,10,10 xu,4098,
pro1503,SPUN,1,200,200 xu,3420,
pro1504,SPUN,1,250,250 xu,3850,
pro1505,SPUN,1,300,300 xu,4586,
pro1506,SPUN,1,750,750 xu,5056,
pro1507,SPUN,1,250,250 xu,3240,
pro1508,SPUN,1,250,250 xu,4032,
pro1509,SPUN,1,75,75 xu,3179,
pro151,SPUN,1,200,200 xu,5093,
pro1510,SPUN,1,75,75 xu,3287,
pro1511,SPUN,1,500,500 xu,3832,
pro1512,SPUN,1,1000,1000 xu,4147,
pro1513,SPUN,1,750,750 xu,3859,
pro1514,SPUN,1,25,25 xu,4080,
pro1515,SPUN,1,25,25 xu,3374,
pro1516,SPUN,1,50,50 xu,5795,
pro1517,SPUN,1,300,300 xu,4584,
pro1518,SPUN,1,300,300 xu,11877,
pro1519,SPUN,1,200,200 xu,3803,
pro152,SPUN,1,500,500 xu,3356,
pro1520,SPUN,1,500,500 xu,3348,
pro1521,SPUN,1,50,50 xu,3852,
pro1522,SPUN,1,25,25 xu,7707,
pro1523,SPUN,1,150,150 xu,4142,
pro1524,SPUN,1,100,100 xu,3621,
pro1525,SPUN,1,25,25 xu,4670,
pro1526,SPUN,1,50,50 xu,3923,
pro1527,SPUN,1,10,10 xu,3717,
pro1528,SPUN,1,50,50 xu,3809,
pro1529,SPUN,1,10,10 xu,3696,
pro153,SPUN,1,1000,1000 xu,3867,
pro1530,SPUN,1,50,50 xu,4335,
pro1531,SPUN,1,25,25 xu,6562,
pro1532,SPUN,1,25,25 xu,3807,
pro1533,SPUN,1,1000,1000 xu,3250,
pro1534,SPUN,1,100,100 xu,3827,
pro1535,SPUN,1,50,50 xu,3332,
pro1536,SPUN,1,50,50 xu,3895,
pro1537,SPUN,1,250,250 xu,3693,
pro1538,SPUN,1,75,75 xu,3395,
pro1539,SPUN,1,750,750 xu,3607,
pro154,SPUN,1,750,750 xu,4610,
pro1540,SPUN,1,300,300 xu,3403,
pro1541,SPUN,1,150,150 xu,3210,
pro1542,SPUN,1,750,750 xu,3273,
pro1543,SPUN,1,750,750 xu,3517,
pro1544,SPUN,1,1000,1000 xu,3570,
pro1545,SPUN,1,25,25 xu,4906,
pro1546,SPUN,1,25,25 xu,4252,
pro1547,SPUN,1,25,25 xu,3402,
pro1548,SPUN,1,500,500 xu,3444,
pro1549,SPUN,1,750,750 xu,4305,
pro155,SPUN,1,10,10 xu,3689,
pro1550,SPUN,1,250,250 xu,4120,
pro1551,SPUN,1,50,50 xu,4453,
pro1552,SPUN,1,500,500 xu,3601,
pro1553,SPUN,1,150,150 xu,4891,
pro1554,SPUN,1,1000,1000 xu,3308,
pro1555,SPUN,1,1000,1000 xu,3025,
pro1556,SPUN,1,10,10 xu,3332,
pro1557,SPUN,1,750,750 xu,3362,
pro1558,SPUN,1,200,200 xu,3303,
pro1559,SPUN,1,1000,1000 xu,3617,
pro156,SPUN,1,150,150 xu,3235,
pro1560,SPUN,1,50,50 xu,3330,
pro1561,SPUN,1,50,50 xu,3634,
pro1562,SPUN,1,75,75 xu,3357,
pro1563,SPUN,1,50,50 xu,3076,
pro1564,SPUN,1,250,250 xu,3906,
pro1565,SPUN,1,25,25 xu,4162,
pro1566,SPUN,1,25,25 xu,3697,
pro1567,SPUN,1,250,250 xu,3482,
pro1568,SPUN,1,750,750 xu,4057,
pro1569,SPUN,1,1000,1000 xu,3314,
pro157,SPUN,1,25,25 xu,3549,
pro1570,SPUN,1,1000,1000 xu,4313,
pro1571,SPUN,1,300,300 xu,5231,
pro1572,SPUN,1,25,25 xu,3452,
pro1573,SPUN,1,250,250 xu,3155,
pro1574,SPUN,1,1000,1000 xu,4759,
pro1575,SPUN,1,300,300 xu,3980,
pro1576,SPUN,1,100,100 xu,4454,
pro1577,SPUN,1,1000,1000 xu,3365,
pro1578,SPUN,1,75,75 xu,4356,
pro1579,SPUN,1,750,750 xu,3365,
pro158,SPUN,1,25,25 xu,5249,
pro1580,SPUN,1,25,25 xu,3459,
pro1581,SPUN,1,25,25 xu,3017,
pro1582,SPUN,1,50,50 xu,3505,
pro1583,SPUN,1,250,250 xu,3819,
pro1584,SPUN,1,150,150 xu,3439,
pro1585,SPUN,1,25,25 xu,3768,
pro1586,SPUN,1,75,75 xu,3464,
pro1587,SPUN,1,750,750 xu,5811,
pro1588,SPUN,1,75,75 xu,3051,
pro1589,SPUN,1,25,25 xu,3409,
pro159,SPUN,1,200,200 xu,4316,
pro1590,SPUN,1,1000,1000 xu,3493,
pro1591,SPUN,1,250,250 xu,3565,
pro1592,SPUN,1,75,75 xu,3240,
pro1593,SPUN,1,250,250 xu,3191,
pro1594,SPUN,1,750,750 xu,6561,
pro1595,SPUN,1,150,150 xu,3420,
pro1596,SPUN,1,150,150 xu,3620,
pro1597,SPUN,1,250,250 xu,3777,
pro1598,SPUN,1,300,300 xu,4285,
pro1599,SPUN,1,300,300 xu,3909,
pro16,SPUN,1,75,75 xu,3757,
pro160,SPUN,1,1000,1000 xu,3755,
pro1600,SPUN,1,100,100 xu,3723,
pro1601,SPUN,1,250,250 xu,3874,
pro1602,SPUN,1,150,150 xu,3026,
pro1603,SPUN,1,1000,1000 xu,3187,
pro1604,SPUN,1,10,10 xu,4010,
pro1605,SPUN,1,50,50 xu,3937,
pro1606,SPUN,1,500,500 xu,4481,
pro1607,SPUN,1,750,750 xu,3300,
pro1608,SPUN,1,200,200 xu,3328,
pro1609,SPUN,1,1000,1000 xu,3348,
pro161,SPUN,1,50,50 xu,4230,
pro1610,SPUN,1,250,250 xu,3786,
pro1611,SPUN,1,300,300 xu,4446,
pro1612,SPUN,1,10,10 xu,3607,
pro1613,SPUN,1,100,100 xu,5121,
pro1614,SPUN,1,10,10 xu,3497,
pro1615,SPUN,1,200,200 xu,3537,
pro1616,SPUN,1,750,750 xu,5691,
pro1617,SPUN,1,1000,1000 xu,3042,
pro1618,SPUN,1,150,150 xu,3234,
pro1619,SPUN,1,10,10 xu,6053,
pro162,SPUN,1,100,100 xu,3260,
pro1620,SPUN,1,300,300 xu,3255,
pro1621,SPUN,1,150,150 xu,3573,
pro1622,SPUN,1,500,500 xu,3307,
pro1623,SPUN,1,250,250 xu,4795,
pro1624,SPUN,1,50,50 xu,3748,
pro1625,SPUN,1,10,10 xu,3521,
pro1626,SPUN,1,250,250 xu,3293,
pro1627,SPUN,1,100,100 xu,3035,
pro1628,SPUN,1,300,300 xu,3574,
pro1629,SPUN,1,1000,1000 xu,3250,
pro163,SPUN,1,75,75 xu,3829,
pro1630,SPUN,1,500,500 xu,2977,
pro1631,SPUN,1,50,50 xu,3645,
pro1632,SPUN,1,750,750 xu,7677,
pro1633,SPUN,1,1000,1000 xu,3374,
pro1634,SPUN,1,250,250 xu,3309,
pro1635,SPUN,1,250,250 xu,3296,
pro1636,SPUN,1,25,25 xu,4747,
pro1637,SPUN,1,750,750 xu,3353,
pro1638,SPUN,1,100,100 xu,3249,
pro1639,SPUN,1,50,50 xu,3272,
pro164,SPUN,1,100,100 xu,3064,
pro1640,SPUN,1,100,100 xu,3453,
pro1641,SPUN,1,50,50 xu,3249,
pro1642,SPUN,1,150,150 xu,4010,
pro1643,SPUN,1,1000,1000 xu,3638,
pro1644,SPUN,1,10,10 xu,3254,
pro1645,SPUN,1,1000,1000 xu,3607,
pro1646,SPUN,1,150,150 xu,4177,
pro1647,SPUN,1,500,500 xu,3732,
pro1648,SPUN,1,200,200 xu,3787,
pro1649,SPUN,1,300,300 xu,5663,
pro165,SPUN,1,250,250 xu,3770,
pro1650,SPUN,1,50,50 xu,3818,
pro1651,SPUN,1,1000,1000 xu,3445,
pro1652,SPUN,1,10,10 xu,3930,
pro1653,SPUN,1,500,500 xu,3996,
pro1654,SPUN,1,1000,1000 xu,3281,
pro1655,SPUN,1,50,50 xu,4037,
pro1656,SPUN,1,75,75 xu,3537,
pro1657,SPUN,1,1000,1000 xu,3760,
pro1658,SPUN,1,150,150 xu,3322,
pro1659,SPUN,1,250,250 xu,3563,
pro166,SPUN,1,200,200 xu,3376,
pro1660,SPUN,1,1000,1000 xu,3730,
pro1661,SPUN,1,150,150 xu,3261,
pro1662,SPUN,1,75,75 xu,5246,
pro1663,SPUN,1,250,250 xu,3030,
pro1664,SPUN,1,50,50 xu,3321,
pro1665,SPUN,1,100,100 xu,4101,
pro1666,SPUN,1,10,10 xu,2969,
pro1667,SPUN,1,100,100 xu,3447,
pro1668,SPUN,1,750,750 xu,3573,
pro1669,SPUN,1,200,200 xu,3355,
pro167,SPUN,1,750,750 xu,3525,
pro1670,SPUN,1,75,75 xu,3990,
pro1671,SPUN,1,1000,1000 xu,3475,
pro1672,SPUN,1,750,750 xu,3856,
pro1673,SPUN,1,200,200 xu,3437,
pro1674,SPUN,1,750,750 xu,3722,
pro1675,SPUN,1,100,100 xu,3200,
pro1676,SPUN,1,200,200 xu,3353,
pro1677,SPUN,1,500,500 xu,3602,
pro1678,SPUN,1,75,75 xu,3458,
pro1679,SPUN,1,10,10 xu,7128,
pro168,SPUN,1,500,500 xu,3414,
pro1680,SPUN,1,25,25 xu,4598,
pro1681,SPUN,1,300,300 xu,3392,
pro1682,SPUN,1,300,300 xu,3281,
pro1683,SPUN,1,250,250 xu,4136,
pro1684,SPUN,1,300,300 xu,4336,
pro1685,SPUN,1,75,75 xu,3473,
pro1686,SPUN,1,100,100 xu,4074,
pro1687,SPUN,1,1000,1000 xu,3459,
pro1688,SPUN,1,200,200 xu,3263,
pro1689,SPUN,1,200,200 xu,3560,
pro169,SPUN,1,50,50 xu,3307,
pro1690,SPUN,1,1000,1000 xu,3227,
pro1691,SPUN,1,50,50 xu,3646,
pro1692,SPUN,1,750,750 xu,3657,
pro1693,SPUN,1,150,150 xu,3991,
pro1694,SPUN,1,1000,1000 xu,3123,
pro1695,SPUN,1,75,75 xu,3810,
pro1696,SPUN,1,250,250 xu,3367,
pro1697,SPUN,1,250,250 xu,3616,
pro1698,SPUN,1,10,10 xu,3130,
pro1699,SPUN,1,1000,1000 xu,3154,
pro17,SPUN,1,75,75 xu,4074,
pro170,SPUN,1,10,10 xu,5331,
pro1700,SPUN,1,200,200 xu,4244,
pro1701,SPUN,1,100,100 xu,3515,
pro1702,SPUN,1,25,25 xu,3445,
pro1703,SPUN,1,200,200 xu,3255,
pro1704,SPUN,1,1000,1000 xu,3891,
pro1705,SPUN,1,50,50 xu,5192,
pro1706,SPUN,1,150,150 xu,3515,
pro1707,SPUN,1,200,200 xu,3755,
pro1708,SPUN,1,75,75 xu,5490,
pro1709,SPUN,1,25,25 xu,3250,
pro171,SPUN,1,150,150 xu,3606,
pro1710,SPUN,1,1000,1000 xu,4364,
pro1711,SPUN,1,300,300 xu,6775,
pro1712,SPUN,1,200,200 xu,3617,
pro1713,SPUN,1,100,100 xu,4779,
pro1714,SPUN,1,750,750 xu,3767,
pro1715,SPUN,1,500,500 xu,3863,
pro1716,SPUN,1,10,10 xu,3797,
pro1717,SPUN,1,750,750 xu,3464,
pro1718,SPUN,1,50,50 xu,3408,
pro1719,SPUN,1,200,200 xu,4695,
pro172,SPUN,1,500,500 xu,3315,
pro1720,SPUN,1,25,25 xu,3398,
pro1721,SPUN,1,200,200 xu,3347,
pro1722,SPUN,1,150,150 xu,4550,
pro1723,SPUN,1,100,100 xu,3445,
pro1724,SPUN,1,250,250 xu,3793,
pro1725,SPUN,1,200,200 xu,3905,
pro1726,SPUN,1,200,200 xu,3764,
pro1727,SPUN,1,500,500 xu,3189,
pro1728,SPUN,1,300,300 xu,3281,
pro1729,SPUN,1,150,150 xu,3109,
pro173,SPUN,1,200,200 xu,3616,
pro1730,SPUN,1,200,200 xu,4109,
pro1731,SPUN,1,200,200 xu,3519,
pro1732,SPUN,1,750,750 xu,4126,
pro1733,SPUN,1,75,75 xu,3284,
pro1734,SPUN,1,75,75 xu,3879,
pro1735,SPUN,1,200,200 xu,4126,
pro1736,SPUN,1,500,500 xu,4085,
pro1737,SPUN,1,150,150 xu,4448,
pro1738,SPUN,1,25,25 xu,3389,
pro1739,SPUN,1,150,150 xu,3489,
pro174,SPUN,1,75,75 xu,3631,
pro1740,SPUN,1,150,150 xu,9489,
pro1741,SPUN,1,750,750 xu,3764,
pro1742,SPUN,1,25,25 xu,3459,
pro1743,SPUN,1,25,25 xu,3157,
pro1744,SPUN,1,25,25 xu,4605,
pro1745,SPUN,1,500,500 xu,4107,
pro1746,SPUN,1,500,500 xu,6121,
pro1747,SPUN,1,150,150 xu,4285,
pro1748,SPUN,1,75,75 xu,3456,
pro1749,SPUN,1,300,300 xu,3438,
pro175,SPUN,1,150,150 xu,4025,
pro1750,SPUN,1,300,300 xu,3381,
pro1751,SPUN,1,10,10 xu,3875,
pro1752,SPUN,1,150,150 xu,3625,
pro1753,SPUN,1,10,10 xu,4908,
pro1754,SPUN,1,500,500 xu,3321,
pro1755,SPUN,1,150,150 xu,4617,
pro1756,SPUN,1,75,75 xu,3324,
pro1757,SPUN,1,150,150 xu,3692,
pro1758,SPUN,1,75,75 xu,3722,
pro1759,SPUN,1,1000,1000 xu,3742,
pro176,SPUN,1,750,750 xu,3307,
pro1760,SPUN,1,300,300 xu,3596,
pro1761,SPUN,1,25,25 xu,3759,
pro1762,SPUN,1,50,50 xu,3356,
pro1763,SPUN,1,150,150 xu,4225,
pro1764,SPUN,1,250,250 xu,3130,
pro1765,SPUN,1,200,200 xu,3695,
pro1766,SPUN,1,750,750 xu,5848,
pro1767,SPUN,1,200,200 xu,3427,
pro1768,SPUN,1,500,500 xu,3924,
pro1769,SPUN,1,150,150 xu,3351,
pro177,SPUN,1,150,150 xu,3452,
pro1770,SPUN,1,200,200 xu,4148,
pro1771,SPUN,1,150,150 xu,3481,
pro1772,SPUN,1,1000,1000 xu,3354,
pro1773,SPUN,1,150,150 xu,11919,
pro1774,SPUN,1,200,200 xu,3389,
pro1775,SPUN,1,200,200 xu,3775,
pro1776,SPUN,1,25,25 xu,3087,
pro1777,SPUN,1,1000,1000 xu,3520,
pro1778,SPUN,1,100,100 xu,3621,
pro1779,SPUN,1,75,75 xu,3665,
pro178,SPUN,1,100,100 xu,9120,
pro1780,SPUN,1,200,200 xu,3359,
pro1781,ERR:WebSocketTimeoutException,None,0,,14520,Connection timed out
pro1782,SPUN,1,300,300 xu,3223,
pro1783,SPUN,1,75,75 xu,3432,
pro1784,SPUN,1,1000,1000 xu,4474,
pro1785,SPUN,1,25,25 xu,3192,
pro1786,SPUN,1,500,500 xu,4017,
pro1787,SPUN,1,1000,1000 xu,3218,
pro1788,SPUN,1,75,75 xu,4032,
pro1789,SPUN,1,200,200 xu,3701,
pro179,SPUN,1,200,200 xu,3650,
pro1790,SPUN,1,50,50 xu,3094,
pro1791,SPUN,1,750,750 xu,4147,
pro1792,SPUN,1,1000,1000 xu,3097,
pro1793,SPUN,1,10,10 xu,3420,
pro1794,ERR:WebSocketTimeoutException,None,0,,15381,Connection timed out
pro1795,SPUN,1,100,100 xu,3568,
pro1796,SPUN,1,750,750 xu,13924,
pro1797,NO_SPIN,None,0,,14206,het_luot_bo_qua
pro1798,SPUN,1,500,500 xu,3382,
pro1799,SPUN,1,100,100 xu,6339,
pro18,SPUN,1,75,75 xu,4964,
pro180,SPUN,1,50,50 xu,3670,
pro1800,SPUN,1,1000,1000 xu,3572,
pro1801,ERR:WebSocketTimeoutException,None,0,,14800,Connection timed out
pro1802,ERR:WebSocketTimeoutException,None,0,,14921,Connection timed out
pro1803,ERR:WebSocketTimeoutException,None,0,,14222,Connection timed out
pro1804,ERR:WebSocketTimeoutException,None,0,,14245,Connection timed out
pro1805,SPUN,1,75,75 xu,3893,
pro1806,NO_SPIN,None,0,,14843,het_luot_bo_qua
pro1807,ERR:WebSocketTimeoutException,None,0,,14895,Connection timed out
pro1808,ERR:WebSocketTimeoutException,None,0,,14692,Connection timed out
pro1809,SPUN,1,100,100 xu,3043,
pro181,SPUN,1,50,50 xu,3032,
pro1810,NO_SPIN,None,0,,13796,het_luot_bo_qua
pro1811,ERR:WebSocketTimeoutException,None,0,,14563,Connection timed out
pro1812,ERR:WebSocketTimeoutException,None,0,,14515,Connection timed out
pro1813,SPUN,1,750,750 xu,4066,
pro1814,NO_SPIN,None,0,,14464,het_luot_bo_qua
pro1815,SPUN,1,50,50 xu,4049,
pro1816,SPUN,1,25,25 xu,4042,
pro1817,NO_SPIN,None,0,,13870,het_luot_bo_qua
pro1818,NO_SPIN,None,0,,13442,het_luot_bo_qua
pro1819,SPUN,1,10,10 xu,3027,
pro182,SPUN,1,300,300 xu,3428,
pro1820,NO_SPIN,None,0,,13808,het_luot_bo_qua
pro1821,SPUN,1,25,25 xu,3489,
pro1822,SPUN,1,50,50 xu,3117,
pro1823,SPUN,1,1000,1000 xu,3708,
pro1824,SPUN,1,150,150 xu,3317,
pro1825,SPUN,1,300,300 xu,3761,
pro1826,SPUN,1,250,250 xu,3063,
pro1827,SPUN,1,750,750 xu,4425,
pro1828,SPUN,1,25,25 xu,3385,
pro1829,SPUN,1,150,150 xu,3431,
pro183,SPUN,1,75,75 xu,4132,
pro1830,SPUN,1,200,200 xu,3313,
pro1831,SPUN,1,1000,1000 xu,3867,
pro1832,SPUN,1,150,150 xu,6742,
pro1833,SPUN,1,100,100 xu,3524,
pro1834,SPUN,1,500,500 xu,3438,
pro1835,SPUN,1,25,25 xu,3861,
pro1836,SPUN,1,200,200 xu,3461,
pro1837,SPUN,1,500,500 xu,3763,
pro1838,SPUN,1,150,150 xu,3110,
pro1839,SPUN,1,300,300 xu,3630,
pro184,SPUN,1,300,300 xu,3736,
pro1840,SPUN,1,300,300 xu,3764,
pro1841,SPUN,1,300,300 xu,3658,
pro1842,SPUN,1,10,10 xu,3600,
pro1843,SPUN,1,100,100 xu,3772,
pro1844,SPUN,1,50,50 xu,3313,
pro1845,SPUN,1,750,750 xu,3591,
pro1846,SPUN,1,250,250 xu,3352,
pro1847,SPUN,1,750,750 xu,3251,
pro1848,SPUN,1,300,300 xu,5206,
pro1849,SPUN,1,50,50 xu,3362,
pro185,SPUN,1,200,200 xu,3307,
pro1850,SPUN,1,75,75 xu,4252,
pro1851,SPUN,1,75,75 xu,3441,
pro1852,SPUN,1,75,75 xu,4624,
pro1853,SPUN,1,100,100 xu,3888,
pro1854,SPUN,1,500,500 xu,3736,
pro1855,SPUN,1,75,75 xu,3309,
pro1856,SPUN,1,500,500 xu,3313,
pro1857,SPUN,1,1000,1000 xu,3315,
pro1858,SPUN,1,25,25 xu,3976,
pro1859,SPUN,1,75,75 xu,3128,
pro186,SPUN,1,25,25 xu,6302,
pro1860,SPUN,1,50,50 xu,3322,
pro1861,SPUN,1,10,10 xu,4081,
pro1862,SPUN,1,10,10 xu,4582,
pro1863,SPUN,1,300,300 xu,3477,
pro1864,SPUN,1,300,300 xu,4078,
pro1865,SPUN,1,500,500 xu,4219,
pro1866,SPUN,1,300,300 xu,3270,
pro1867,SPUN,1,200,200 xu,4168,
pro1868,SPUN,1,75,75 xu,3568,
pro1869,SPUN,1,50,50 xu,3471,
pro187,SPUN,1,1000,1000 xu,3516,
pro1870,SPUN,1,100,100 xu,3793,
pro1871,SPUN,1,250,250 xu,4200,
pro1872,SPUN,1,50,50 xu,4429,
pro1873,SPUN,1,300,300 xu,3510,
pro1874,SPUN,1,1000,1000 xu,3445,
pro1875,SPUN,1,200,200 xu,3635,
pro1876,SPUN,1,200,200 xu,3354,
pro1877,SPUN,1,75,75 xu,3990,
pro1878,SPUN,1,1000,1000 xu,4514,
pro1879,SPUN,1,25,25 xu,3591,
pro188,SPUN,1,200,200 xu,3069,
pro1880,SPUN,1,50,50 xu,3797,
pro1881,SPUN,1,10,10 xu,8606,
pro1882,SPUN,1,150,150 xu,3580,
pro1883,SPUN,1,150,150 xu,8704,
pro1884,SPUN,1,25,25 xu,3453,
pro1885,SPUN,1,250,250 xu,3431,
pro1886,SPUN,1,25,25 xu,3669,
pro1887,SPUN,1,200,200 xu,3654,
pro1888,SPUN,1,200,200 xu,3355,
pro1889,SPUN,1,100,100 xu,3655,
pro189,SPUN,1,200,200 xu,3559,
pro1890,SPUN,1,200,200 xu,3153,
pro1891,SPUN,1,250,250 xu,3497,
pro1892,SPUN,1,150,150 xu,3363,
pro1893,SPUN,1,75,75 xu,3263,
pro1894,SPUN,1,300,300 xu,4407,
pro1895,SPUN,1,750,750 xu,4491,
pro1896,SPUN,1,750,750 xu,3342,
pro1897,SPUN,1,25,25 xu,3261,
pro1898,SPUN,1,25,25 xu,3456,
pro1899,SPUN,1,750,750 xu,5964,
pro19,SPUN,1,250,250 xu,3352,
pro190,SPUN,1,75,75 xu,3456,
pro1900,SPUN,1,250,250 xu,4019,
pro1901,SPUN,1,10,10 xu,4292,
pro1902,SPUN,1,100,100 xu,3355,
pro1903,SPUN,1,50,50 xu,3660,
pro1904,SPUN,1,1000,1000 xu,3570,
pro1905,SPUN,1,25,25 xu,3985,
pro1906,SPUN,1,10,10 xu,3454,
pro1907,SPUN,1,25,25 xu,3112,
pro1908,SPUN,1,150,150 xu,3675,
pro1909,SPUN,1,300,300 xu,3880,
pro191,SPUN,1,50,50 xu,4148,
pro1910,SPUN,1,25,25 xu,3525,
pro1911,SPUN,1,300,300 xu,3421,
pro1912,SPUN,1,300,300 xu,3330,
pro1913,SPUN,1,300,300 xu,3635,
pro1914,SPUN,1,500,500 xu,4020,
pro1915,SPUN,1,25,25 xu,4008,
pro1916,SPUN,1,500,500 xu,3336,
pro1917,SPUN,1,75,75 xu,3603,
pro1918,SPUN,1,250,250 xu,3585,
pro1919,SPUN,1,300,300 xu,3305,
pro192,SPUN,1,50,50 xu,3473,
pro1920,SPUN,1,300,300 xu,3086,
pro1921,SPUN,1,1000,1000 xu,3227,
pro1922,SPUN,1,50,50 xu,3766,
pro1923,SPUN,1,10,10 xu,4124,
pro1924,SPUN,1,150,150 xu,4055,
pro1925,SPUN,1,75,75 xu,4600,
pro1926,SPUN,1,75,75 xu,3345,
pro1927,SPUN,1,750,750 xu,4421,
pro1928,SPUN,1,75,75 xu,3449,
pro1929,SPUN,1,75,75 xu,3744,
pro193,SPUN,1,10,10 xu,6095,
pro1930,SPUN,1,250,250 xu,5353,
pro1931,SPUN,1,250,250 xu,3504,
pro1932,SPUN,1,750,750 xu,3258,
pro1933,SPUN,1,500,500 xu,3873,
pro1934,SPUN,1,150,150 xu,3214,
pro1935,SPUN,1,150,150 xu,4151,
pro1936,SPUN,1,250,250 xu,3923,
pro1937,SPUN,1,200,200 xu,3786,
pro1938,SPUN,1,150,150 xu,5046,
pro1939,SPUN,1,25,25 xu,3973,
pro194,SPUN,1,150,150 xu,3354,
pro1940,SPUN,1,750,750 xu,4755,
pro1941,SPUN,1,50,50 xu,3115,
pro1942,SPUN,1,10,10 xu,4911,
pro1943,SPUN,1,500,500 xu,4130,
pro1944,SPUN,1,200,200 xu,4560,
pro1945,SPUN,1,10,10 xu,4098,
pro1946,SPUN,1,200,200 xu,4109,
pro1947,SPUN,1,25,25 xu,3628,
pro1948,SPUN,1,10,10 xu,3453,
pro1949,SPUN,1,150,150 xu,4126,
pro195,SPUN,1,750,750 xu,3453,
pro1950,SPUN,1,300,300 xu,7209,
pro1951,SPUN,1,300,300 xu,3188,
pro1952,SPUN,1,500,500 xu,4404,
pro1953,SPUN,1,500,500 xu,3837,
pro1954,SPUN,1,500,500 xu,5320,
pro1955,SPUN,1,300,300 xu,3082,
pro1956,SPUN,1,250,250 xu,3755,
pro1957,SPUN,1,75,75 xu,3061,
pro1958,SPUN,1,50,50 xu,3488,
pro1959,SPUN,1,300,300 xu,3710,
pro196,SPUN,1,75,75 xu,3687,
pro1960,SPUN,1,500,500 xu,3589,
pro1961,SPUN,1,750,750 xu,3194,
pro1962,SPUN,1,750,750 xu,3434,
pro1963,SPUN,1,150,150 xu,4900,
pro1964,SPUN,1,500,500 xu,3747,
pro1965,SPUN,1,750,750 xu,3437,
pro1966,SPUN,1,150,150 xu,4193,
pro1967,SPUN,1,25,25 xu,3538,
pro1968,SPUN,1,25,25 xu,3357,
pro1969,SPUN,1,10,10 xu,4800,
pro197,SPUN,1,500,500 xu,4599,
pro1970,SPUN,1,50,50 xu,4426,
pro1971,SPUN,1,1000,1000 xu,3975,
pro1972,SPUN,1,50,50 xu,3398,
pro1973,SPUN,1,500,500 xu,3294,
pro1974,SPUN,1,150,150 xu,3024,
pro1975,SPUN,1,100,100 xu,4405,
pro1976,SPUN,1,100,100 xu,3802,
pro1977,SPUN,1,75,75 xu,3397,
pro1978,SPUN,1,10,10 xu,4348,
pro1979,SPUN,1,250,250 xu,3215,
pro198,SPUN,1,500,500 xu,3946,
pro1980,SPUN,1,300,300 xu,4272,
pro1981,SPUN,1,250,250 xu,3536,
pro1982,SPUN,1,250,250 xu,9839,
pro1983,SPUN,1,50,50 xu,4496,
pro1984,SPUN,1,200,200 xu,3639,
pro1985,SPUN,1,1000,1000 xu,3659,
pro1986,SPUN,1,150,150 xu,3244,
pro1987,SPUN,1,10,10 xu,3051,
pro1988,SPUN,1,200,200 xu,3123,
pro1989,SPUN,1,100,100 xu,3884,
pro199,SPUN,1,150,150 xu,4946,
pro1990,SPUN,1,300,300 xu,4231,
pro1991,SPUN,1,500,500 xu,3130,
pro1992,SPUN,1,150,150 xu,3371,
pro1993,SPUN,1,25,25 xu,3356,
pro1994,SPUN,1,25,25 xu,4186,
pro1995,SPUN,1,25,25 xu,3385,
pro1996,SPUN,1,1000,1000 xu,2954,
pro1997,SPUN,1,200,200 xu,3464,
pro1998,SPUN,1,1000,1000 xu,3803,
pro1999,SPUN,1,10,10 xu,3239,
pro2,SPUN,1,500,500 xu,5487,
pro20,SPUN,1,25,25 xu,4674,
pro200,SPUN,1,1000,1000 xu,3402,
pro2000,SPUN,1,10,10 xu,4188,
pro2001,SPUN,1,500,500 xu,3959,
pro2002,SPUN,1,25,25 xu,3946,
