acc,status,remain,reward,prize,ms,note
abul10000,SPUN,1,500,500 xu,3534,
abul10001,SPUN,1,25,25 xu,3625,
abul10002,SPUN,1,25,25 xu,3442,
abul10003,SPUN,1,500,500 xu,3497,
abul10004,SPUN,1,50,50 xu,3517,
abul10005,SPUN,1,1000,1000 xu,3499,
abul10006,SPUN,1,100,100 xu,3542,
abul10007,SPUN,1,75,75 xu,3581,
abul10008,SPUN,1,1000,1000 xu,3552,
abul10009,SPUN,1,250,250 xu,3553,
abul10010,SPUN,1,300,300 xu,3485,
abul10011,SPUN,1,50,50 xu,3597,
abul10012,SPUN,1,25,25 xu,3626,
abul10013,SPUN,1,10,10 xu,3623,
abul10014,SPUN,1,750,750 xu,3646,
abul10015,SPUN,1,300,300 xu,3590,
abul10016,SPUN,1,75,75 xu,3630,
abul10017,SPUN,1,10,10 xu,3531,
abul10018,SPUN,1,150,150 xu,3546,
abul10019,SPUN,1,50,50 xu,3589,
abul10020,SPUN,1,75,75 xu,3520,
abul10021,SPUN,1,500,500 xu,3512,
abul10022,SPUN,1,1000,1000 xu,3504,
abul10023,SPUN,1,250,250 xu,3525,
abul10024,SPUN,1,100,100 xu,3500,
abul10025,SPUN,1,150,150 xu,3597,
abul10026,SPUN,1,500,500 xu,3544,
abul10027,SPUN,1,500,500 xu,3578,
abul10028,SPUN,1,500,500 xu,3470,
abul10029,SPUN,1,250,250 xu,3510,
abul10030,SPUN,1,10,10 xu,3601,
abul10031,SPUN,1,300,300 xu,3544,
abul10032,SPUN,1,10,10 xu,3643,
abul10033,SPUN,1,1000,1000 xu,3639,
abul10034,SPUN,1,10,10 xu,3611,
abul10035,SPUN,1,200,200 xu,3566,
abul10036,SPUN,1,300,300 xu,3596,
abul10037,SPUN,1,300,300 xu,3148,
abul10038,SPUN,1,500,500 xu,3610,
abul10039,SPUN,1,250,250 xu,3630,
abul10040,SPUN,1,200,200 xu,3544,
abul10041,SPUN,1,10,10 xu,3470,
abul10042,SPUN,1,150,150 xu,3565,
abul10043,SPUN,1,100,100 xu,3593,
abul10044,SPUN,1,10,10 xu,3639,
abul10045,SPUN,1,100,100 xu,3519,
abul10046,SPUN,1,300,300 xu,3538,
abul10047,SPUN,1,50,50 xu,3168,
abul10048,SPUN,1,250,250 xu,3560,
abul10049,SPUN,1,200,200 xu,3617,
abul10050,SPUN,1,25,25 xu,3565,
abul10051,SPUN,1,10,10 xu,3551,
abul10052,SPUN,1,100,100 xu,3675,
abul10053,SPUN,1,500,500 xu,4023,
abul10054,SPUN,1,25,25 xu,3752,
abul10055,SPUN,1,500,500 xu,3535,
abul10056,SPUN,1,750,750 xu,3574,
abul10057,SPUN,1,500,500 xu,3585,
abul10058,SPUN,1,250,250 xu,3526,
abul10059,SPUN,1,200,200 xu,3672,
abul10060,SPUN,1,1000,1000 xu,3566,
abul10061,SPUN,1,50,50 xu,3686,
abul10062,SPUN,1,250,250 xu,3565,
abul10063,SPUN,1,10,10 xu,3110,
abul10064,SPUN,1,10,10 xu,3582,
abul10065,SPUN,1,200,200 xu,3517,
abul10066,SPUN,1,75,75 xu,3492,
abul10067,SPUN,1,750,750 xu,3594,
abul10068,SPUN,1,100,100 xu,3585,
abul10069,SPUN,1,200,200 xu,3511,
abul10070,SPUN,1,250,250 xu,3565,
abul10071,SPUN,1,750,750 xu,3573,
abul10072,SPUN,1,75,75 xu,3557,
abul10073,SPUN,1,300,300 xu,3502,
abul10074,SPUN,1,25,25 xu,3498,
abul10075,SPUN,1,75,75 xu,3665,
abul10076,SPUN,1,50,50 xu,3622,
abul10077,SPUN,1,300,300 xu,3449,
abul10078,SPUN,1,250,250 xu,3547,
abul10079,SPUN,1,100,100 xu,3535,
abul10080,SPUN,1,300,300 xu,3508,
abul10081,SPUN,1,200,200 xu,3544,
abul10082,SPUN,1,200,200 xu,3547,
abul10083,SPUN,1,150,150 xu,3564,
abul10084,SPUN,1,250,250 xu,3613,
abul10085,SPUN,1,1000,1000 xu,3593,
abul10086,SPUN,1,150,150 xu,3605,
abul10087,SPUN,1,1000,1000 xu,3695,
abul10088,SPUN,1,300,300 xu,3676,
abul10089,SPUN,1,150,150 xu,3518,
abul10090,SPUN,1,200,200 xu,3482,
abul10091,SPUN,1,750,750 xu,3466,
abul10092,SPUN,1,200,200 xu,3661,
abul10093,SPUN,1,25,25 xu,3567,
abul10094,SPUN,1,75,75 xu,3696,
abul10095,SPUN,1,10,10 xu,3586,
abul10096,SPUN,1,750,750 xu,3583,
abul10097,SPUN,1,1000,1000 xu,3592,
abul10098,SPUN,1,10,10 xu,3462,
abul10099,SPUN,1,200,200 xu,3614,
abul10100,SPUN,1,100,100 xu,3610,
abul10101,SPUN,1,300,300 xu,3439,
abul10102,SPUN,1,100,100 xu,3559,
abul10103,SPUN,1,1000,1000 xu,3473,
abul10104,SPUN,1,500,500 xu,3609,
abul10105,SPUN,1,500,500 xu,3587,
abul10106,SPUN,1,200,200 xu,3498,
abul10107,SPUN,1,200,200 xu,3568,
abul10108,SPUN,1,75,75 xu,3545,
abul10109,SPUN,1,150,150 xu,3629,
abul10110,SPUN,1,10,10 xu,3488,
abul10111,SPUN,1,1000,1000 xu,3646,
abul10112,SPUN,1,75,75 xu,3613,
abul10113,SPUN,1,200,200 xu,3554,
abul10114,SPUN,1,750,750 xu,3536,
abul10115,SPUN,1,500,500 xu,3606,
abul10116,SPUN,1,75,75 xu,3644,
abul10117,SPUN,1,500,500 xu,3480,
abul10118,SPUN,1,100,100 xu,3524,
abul10119,SPUN,1,200,200 xu,3443,
abul10120,SPUN,1,300,300 xu,3488,
abul10121,SPUN,1,50,50 xu,3534,
abul10122,SPUN,1,75,75 xu,3455,
abul10123,SPUN,1,75,75 xu,3635,
abul10124,SPUN,1,250,250 xu,3538,
abul10125,SPUN,1,50,50 xu,3586,
abul10126,SPUN,1,1000,1000 xu,3566,
abul10127,SPUN,1,250,250 xu,3701,
abul10128,SPUN,1,250,250 xu,3635,
abul10129,SPUN,1,100,100 xu,3589,
abul10130,SPUN,1,50,50 xu,3445,
abul10131,SPUN,1,200,200 xu,3560,
abul10132,SPUN,1,1000,1000 xu,3653,
abul10133,SPUN,1,1000,1000 xu,3568,
abul10134,SPUN,1,750,750 xu,3567,
abul10135,SPUN,1,300,300 xu,3608,
abul10136,SPUN,1,150,150 xu,3517,
abul10137,SPUN,1,1000,1000 xu,3489,
abul10138,SPUN,1,25,25 xu,3470,
abul10139,SPUN,1,150,150 xu,3485,
abul10140,SPUN,1,150,150 xu,3583,
abul10141,SPUN,1,500,500 xu,3584,
abul10142,SPUN,1,75,75 xu,3143,
abul10143,SPUN,1,10,10 xu,3562,
abul10144,SPUN,1,250,250 xu,3519,
abul10145,SPUN,1,250,250 xu,3534,
abul10146,SPUN,1,100,100 xu,3625,
abul10147,SPUN,1,75,75 xu,3514,
abul10148,SPUN,1,75,75 xu,3414,
abul10149,SPUN,1,100,100 xu,3613,
abul10150,SPUN,1,1000,1000 xu,3638,
abul10151,SPUN,1,150,150 xu,3619,
abul10152,SPUN,1,500,500 xu,3580,
abul10153,SPUN,1,250,250 xu,3555,
abul10154,SPUN,1,200,200 xu,3584,
abul10155,SPUN,1,300,300 xu,3588,
abul10156,SPUN,1,10,10 xu,3507,
abul10157,SPUN,1,100,100 xu,3595,
abul10158,SPUN,1,75,75 xu,3516,
abul10159,SPUN,1,10,10 xu,3507,
abul10160,SPUN,1,50,50 xu,3478,
abul10161,SPUN,1,500,500 xu,3515,
abul10162,SPUN,1,1000,1000 xu,3546,
abul10163,SPUN,1,300,300 xu,3530,
abul10164,SPUN,1,75,75 xu,3567,
abul10165,SPUN,1,200,200 xu,3548,
abul10166,SPUN,1,25,25 xu,3592,
abul10167,SPUN,1,300,300 xu,3621,
abul10168,SPUN,1,750,750 xu,3434,
abul10169,SPUN,1,500,500 xu,3535,
abul10170,SPUN,1,150,150 xu,4122,
abul10171,SPUN,1,750,750 xu,3626,
abul10172,SPUN,1,75,75 xu,3486,
abul10173,SPUN,1,75,75 xu,3621,
abul10174,SPUN,1,50,50 xu,3543,
abul10175,SPUN,1,1000,1000 xu,3479,
abul10176,SPUN,1,750,750 xu,3681,
abul10177,SPUN,1,1000,1000 xu,3584,
abul10178,SPUN,1,50,50 xu,3587,
abul10179,SPUN,1,1000,1000 xu,3450,
abul10180,SPUN,1,750,750 xu,3586,
abul10181,SPUN,1,300,300 xu,3608,
abul10182,SPUN,1,25,25 xu,3565,
abul10183,SPUN,1,1000,1000 xu,3619,
abul10184,SPUN,1,50,50 xu,3518,
abul10185,SPUN,1,300,300 xu,3577,
abul10186,SPUN,1,150,150 xu,3601,
abul10187,SPUN,1,25,25 xu,3466,
abul10188,SPUN,1,50,50 xu,3504,
abul10189,SPUN,1,75,75 xu,3607,
abul10190,SPUN,1,150,150 xu,3578,
abul10191,SPUN,1,1000,1000 xu,3623,
abul10192,SPUN,1,750,750 xu,3587,
abul10193,SPUN,1,200,200 xu,3594,
abul10194,SPUN,1,100,100 xu,3608,
abul10195,SPUN,1,500,500 xu,3511,
abul10196,SPUN,1,25,25 xu,3539,
abul10197,SPUN,1,50,50 xu,3540,
abul10198,SPUN,1,750,750 xu,3637,
abul10199,SPUN,1,750,750 xu,3571,
abul10200,SPUN,1,300,300 xu,3563,
abul10201,SPUN,1,75,75 xu,3612,
abul10202,SPUN,1,25,25 xu,3522,
abul10203,SPUN,1,50,50 xu,3543,
abul10204,SPUN,1,500,500 xu,3543,
abul10205,SPUN,1,50,50 xu,3536,
abul10206,SPUN,1,100,100 xu,3569,
abul10207,SPUN,1,25,25 xu,3550,
abul10208,SPUN,1,1000,1000 xu,3603,
abul10209,SPUN,1,75,75 xu,3501,
abul10210,SPUN,1,100,100 xu,3686,
abul10211,SPUN,1,500,500 xu,3400,
abul10212,SPUN,1,150,150 xu,3546,
abul10213,SPUN,1,10,10 xu,3501,
abul10214,SPUN,1,10,10 xu,3430,
abul10215,SPUN,1,750,750 xu,3521,
abul10216,SPUN,1,25,25 xu,3559,
abul10217,SPUN,1,150,150 xu,3511,
abul10218,SPUN,1,1000,1000 xu,3541,
abul10219,SPUN,1,75,75 xu,3579,
abul10220,SPUN,1,750,750 xu,3580,
abul10221,SPUN,1,10,10 xu,3851,
abul10222,SPUN,1,1000,1000 xu,3178,
abul10223,SPUN,1,50,50 xu,3596,
abul10224,SPUN,1,100,100 xu,3604,
abul10225,SPUN,1,150,150 xu,3655,
abul10226,SPUN,1,75,75 xu,3584,
abul10227,SPUN,1,100,100 xu,3584,
abul10228,SPUN,1,500,500 xu,3496,
abul10229,SPUN,1,50,50 xu,3779,
abul10230,SPUN,1,500,500 xu,3480,
abul10231,SPUN,1,750,750 xu,3522,
abul10232,SPUN,1,25,25 xu,3551,
abul10233,SPUN,1,300,300 xu,3993,
abul10234,SPUN,1,150,150 xu,4014,
abul10235,SPUN,1,50,50 xu,3564,
abul10236,SPUN,1,25,25 xu,3583,
abul10237,SPUN,1,1000,1000 xu,3666,
abul10238,SPUN,1,25,25 xu,3663,
abul10239,SPUN,1,500,500 xu,3534,
abul10240,SPUN,1,150,150 xu,3540,
abul10241,SPUN,1,75,75 xu,3506,
abul10242,SPUN,1,500,500 xu,3641,
abul10243,SPUN,1,50,50 xu,3548,
abul10244,SPUN,1,200,200 xu,3559,
abul10245,SPUN,1,1000,1000 xu,3484,
abul10246,SPUN,1,500,500 xu,3590,
abul10247,SPUN,1,750,750 xu,3501,
abul10248,SPUN,1,300,300 xu,3543,
abul10249,SPUN,1,150,150 xu,3544,
abul10250,SPUN,1,10,10 xu,3493,
abul10251,SPUN,1,150,150 xu,3601,
abul10252,SPUN,1,750,750 xu,3569,
abul10253,SPUN,1,75,75 xu,3570,
abul10254,SPUN,1,25,25 xu,3597,
abul10255,SPUN,1,1000,1000 xu,3547,
abul10256,SPUN,1,25,25 xu,3644,
abul10257,SPUN,1,10,10 xu,3608,
abul10258,SPUN,1,300,300 xu,3497,
abul10259,SPUN,1,25,25 xu,3610,
abul10260,SPUN,1,250,250 xu,3628,
abul10261,SPUN,1,750,750 xu,3552,
abul10262,SPUN,1,500,500 xu,3571,
abul10263,SPUN,1,75,75 xu,3449,
abul10264,SPUN,1,500,500 xu,3443,
abul10265,SPUN,1,10,10 xu,3623,
abul10266,SPUN,1,750,750 xu,3534,
abul10267,SPUN,1,1000,1000 xu,3570,
abul10268,SPUN,1,300,300 xu,3594,
abul10269,SPUN,1,50,50 xu,3524,
abul10270,SPUN,1,50,50 xu,3559,
abul10271,SPUN,1,50,50 xu,3639,
abul10272,SPUN,1,500,500 xu,3511,
abul10273,SPUN,1,750,750 xu,3580,
abul10274,SPUN,1,50,50 xu,3577,
abul10275,SPUN,1,150,150 xu,3581,
abul10276,SPUN,1,200,200 xu,3498,
abul10277,SPUN,1,300,300 xu,3475,
abul10278,SPUN,1,500,500 xu,3618,
abul10279,SPUN,1,10,10 xu,3536,
abul10280,SPUN,1,250,250 xu,3501,
abul10281,SPUN,1,10,10 xu,3638,
abul10282,SPUN,1,300,300 xu,3648,
abul10283,SPUN,1,750,750 xu,3516,
abul10284,SPUN,1,100,100 xu,3596,
abul10285,SPUN,1,75,75 xu,3622,
abul10286,SPUN,1,10,10 xu,3635,
abul10287,SPUN,1,750,750 xu,3594,
abul10288,SPUN,1,200,200 xu,3620,
abul10289,SPUN,1,100,100 xu,3547,
abul10290,SPUN,1,50,50 xu,3500,
abul10291,SPUN,1,300,300 xu,3636,
abul10292,SPUN,1,750,750 xu,3597,
abul10293,SPUN,1,250,250 xu,3535,
abul10294,SPUN,1,500,500 xu,3501,
abul10295,SPUN,1,25,25 xu,3607,
abul10296,SPUN,1,1000,1000 xu,3504,
abul10297,SPUN,1,1000,1000 xu,3550,
abul10298,SPUN,1,75,75 xu,3540,
abul10299,SPUN,1,100,100 xu,3696,
abul10300,SPUN,1,250,250 xu,3605,
abul10301,SPUN,1,75,75 xu,3570,
abul10302,SPUN,1,300,300 xu,3556,
abul10303,SPUN,1,10,10 xu,3628,
abul10304,SPUN,1,50,50 xu,3589,
abul10305,SPUN,1,200,200 xu,3469,
abul10306,SPUN,1,300,300 xu,3630,
abul10307,SPUN,1,150,150 xu,3435,
abul10308,SPUN,1,300,300 xu,3730,
abul10309,SPUN,1,100,100 xu,3565,
abul10310,SPUN,1,1000,1000 xu,3547,
abul10311,SPUN,1,75,75 xu,3529,
abul10312,SPUN,1,150,150 xu,3571,
abul10313,SPUN,1,100,100 xu,3582,
abul10314,SPUN,1,200,200 xu,3581,
abul10315,SPUN,1,25,25 xu,3540,
abul10316,SPUN,1,1000,1000 xu,3592,
abul10317,SPUN,1,75,75 xu,3497,
abul10318,SPUN,1,200,200 xu,3604,
abul10319,SPUN,1,75,75 xu,3596,
abul10320,SPUN,1,150,150 xu,3565,
abul10321,SPUN,1,300,300 xu,3550,
abul10322,SPUN,1,1000,1000 xu,3609,
abul10323,SPUN,1,25,25 xu,3509,
abul10324,SPUN,1,500,500 xu,3562,
abul10325,SPUN,1,1000,1000 xu,3542,
abul10326,SPUN,1,75,75 xu,3555,
abul10327,SPUN,1,75,75 xu,3548,
abul10328,SPUN,1,1000,1000 xu,3592,
abul10329,SPUN,1,25,25 xu,3523,
abul10330,SPUN,1,100,100 xu,3552,
abul10331,SPUN,1,75,75 xu,3840,
abul10332,SPUN,1,750,750 xu,3539,
abul10333,SPUN,1,500,500 xu,3562,
abul10334,SPUN,1,1000,1000 xu,3571,
abul10335,SPUN,1,1000,1000 xu,3559,
abul10336,SPUN,1,750,750 xu,3613,
abul10337,SPUN,1,50,50 xu,3514,
abul10338,SPUN,1,25,25 xu,3498,
abul10339,SPUN,1,75,75 xu,3529,
abul10340,SPUN,1,75,75 xu,3497,
abul10341,SPUN,1,250,250 xu,3508,
abul10342,SPUN,1,300,300 xu,3586,
abul10343,SPUN,1,1000,1000 xu,3577,
abul10344,SPUN,1,150,150 xu,3382,
abul10345,SPUN,1,150,150 xu,3523,
abul10346,SPUN,1,750,750 xu,3554,
abul10347,SPUN,1,750,750 xu,3633,
abul10348,SPUN,1,250,250 xu,3559,
abul10349,SPUN,1,100,100 xu,3640,
abul10350,SPUN,1,300,300 xu,3616,
abul10351,SPUN,1,750,750 xu,3526,
abul10352,SPUN,1,150,150 xu,3606,
abul10353,SPUN,1,250,250 xu,3627,
abul10354,SPUN,1,50,50 xu,3582,
abul10355,SPUN,1,250,250 xu,3636,
abul10356,SPUN,1,25,25 xu,3622,
abul10357,SPUN,1,150,150 xu,3620,
abul10358,SPUN,1,500,500 xu,3575,
abul10359,SPUN,1,150,150 xu,3500,
abul10360,SPUN,1,300,300 xu,3510,
abul10361,SPUN,1,100,100 xu,3529,
abul10362,SPUN,1,75,75 xu,3524,
abul10363,SPUN,1,250,250 xu,3607,
abul10364,SPUN,1,250,250 xu,3563,
abul10365,SPUN,1,50,50 xu,4036,
abul10366,SPUN,1,50,50 xu,3554,
abul10367,SPUN,1,300,300 xu,3549,
abul10368,SPUN,1,300,300 xu,3615,
abul10369,SPUN,1,300,300 xu,3499,
abul10370,SPUN,1,75,75 xu,3640,
abul10371,SPUN,1,75,75 xu,3557,
abul10372,SPUN,1,150,150 xu,3520,
abul10373,SPUN,1,50,50 xu,3590,
abul10374,SPUN,1,75,75 xu,3573,
abul10375,SPUN,1,1000,1000 xu,3489,
abul10376,SPUN,1,150,150 xu,3482,
abul10377,SPUN,1,250,250 xu,3674,
abul10378,SPUN,1,25,25 xu,3521,
abul10379,SPUN,1,25,25 xu,3529,
abul10380,SPUN,1,750,750 xu,3603,
abul10381,SPUN,1,100,100 xu,3576,
abul10382,SPUN,1,10,10 xu,3531,
abul10383,SPUN,1,50,50 xu,3550,
abul10384,SPUN,1,300,300 xu,3578,
abul10385,SPUN,1,10,10 xu,3641,
abul10386,SPUN,1,1000,1000 xu,3526,
abul10387,SPUN,1,100,100 xu,3534,
abul10388,SPUN,1,50,50 xu,3608,
abul10389,SPUN,1,25,25 xu,3586,
abul10390,SPUN,1,1000,1000 xu,3580,
abul10391,SPUN,1,500,500 xu,3517,
abul10392,SPUN,1,150,150 xu,3523,
abul10393,SPUN,1,750,750 xu,3461,
abul10394,SPUN,1,75,75 xu,3620,
abul10395,SPUN,1,500,500 xu,3498,
abul10396,SPUN,1,1000,1000 xu,3591,
abul10397,SPUN,1,200,200 xu,3536,
abul10398,SPUN,1,300,300 xu,3591,
abul10399,SPUN,1,500,500 xu,3597,
abul10400,SPUN,1,200,200 xu,3582,
abul10401,SPUN,1,1000,1000 xu,3499,
abul10402,SPUN,1,1000,1000 xu,3532,
abul10403,SPUN,1,100,100 xu,3516,
abul10404,SPUN,1,1000,1000 xu,3566,
abul10405,SPUN,1,50,50 xu,3603,
abul10406,SPUN,1,25,25 xu,3544,
abul10407,SPUN,1,1000,1000 xu,3548,
abul10408,SPUN,1,75,75 xu,3468,
abul10409,SPUN,1,300,300 xu,3074,
abul10410,SPUN,1,150,150 xu,3657,
abul10411,SPUN,1,150,150 xu,3521,
abul10412,SPUN,1,250,250 xu,3504,
abul10413,SPUN,1,75,75 xu,3808,
abul10414,SPUN,1,150,150 xu,3558,
abul10415,SPUN,1,100,100 xu,3583,
abul10416,SPUN,1,10,10 xu,3584,
abul10417,SPUN,1,250,250 xu,3621,
abul10418,SPUN,1,50,50 xu,3515,
abul10419,SPUN,1,750,750 xu,3612,
abul10420,SPUN,1,1000,1000 xu,3612,
abul10421,SPUN,1,100,100 xu,3617,
abul10422,SPUN,1,75,75 xu,3575,
abul10423,SPUN,1,10,10 xu,3563,
abul10424,SPUN,1,10,10 xu,3515,
abul10425,SPUN,1,250,250 xu,3167,
abul10426,SPUN,1,500,500 xu,3568,
abul10427,SPUN,1,1000,1000 xu,3569,
abul10428,SPUN,1,1000,1000 xu,3620,
abul10429,SPUN,1,10,10 xu,3515,
abul10430,SPUN,1,10,10 xu,3979,
abul10431,SPUN,1,25,25 xu,3740,
abul10432,SPUN,1,25,25 xu,3550,
abul10433,SPUN,1,1000,1000 xu,3589,
abul10434,SPUN,1,75,75 xu,3534,
abul10435,SPUN,1,300,300 xu,3486,
abul10436,SPUN,1,300,300 xu,3518,
abul10437,SPUN,1,100,100 xu,3629,
abul10438,SPUN,1,200,200 xu,3510,
abul10439,SPUN,1,200,200 xu,3669,
abul10440,SPUN,1,10,10 xu,3564,
abul10441,SPUN,1,50,50 xu,3516,
abul10442,SPUN,1,500,500 xu,3551,
abul10443,SPUN,1,10,10 xu,3788,
abul10444,SPUN,1,500,500 xu,3461,
abul10445,SPUN,1,50,50 xu,3504,
abul10446,SPUN,1,1000,1000 xu,3604,
abul10447,SPUN,1,1000,1000 xu,3540,
abul10448,SPUN,1,250,250 xu,3522,
abul10449,SPUN,1,500,500 xu,3450,
abul10450,SPUN,1,200,200 xu,3575,
abul10451,SPUN,1,100,100 xu,3642,
abul10452,SPUN,1,300,300 xu,3137,
abul10453,SPUN,1,300,300 xu,3449,
abul10454,SPUN,1,750,750 xu,3645,
abul10455,SPUN,1,300,300 xu,3430,
abul10456,SPUN,1,500,500 xu,3603,
abul10457,SPUN,1,25,25 xu,3616,
abul10458,SPUN,1,1000,1000 xu,3640,
abul10459,SPUN,1,10,10 xu,3540,
abul10460,SPUN,1,100,100 xu,3531,
abul10461,SPUN,1,500,500 xu,3536,
abul10462,SPUN,1,250,250 xu,3582,
abul10463,SPUN,1,10,10 xu,3604,
abul10464,SPUN,1,150,150 xu,3535,
abul10465,SPUN,1,25,25 xu,3530,
abul10466,SPUN,1,150,150 xu,3604,
abul10467,SPUN,1,150,150 xu,4042,
abul10468,SPUN,1,25,25 xu,3665,
abul10469,SPUN,1,75,75 xu,3551,
abul10470,SPUN,1,75,75 xu,3553,
abul10471,SPUN,1,250,250 xu,3497,
abul10472,SPUN,1,300,300 xu,3502,
abul10473,SPUN,1,250,250 xu,3547,
abul10474,SPUN,1,150,150 xu,3541,
abul10475,SPUN,1,100,100 xu,3660,
abul10476,SPUN,1,300,300 xu,3621,
abul10477,SPUN,1,250,250 xu,3590,
abul10478,SPUN,1,10,10 xu,3587,
abul10479,SPUN,1,75,75 xu,3603,
abul10480,SPUN,1,150,150 xu,3696,
abul10481,SPUN,1,10,10 xu,3476,
abul10482,SPUN,1,300,300 xu,3593,
abul10483,SPUN,1,200,200 xu,3563,
abul10484,SPUN,1,300,300 xu,3512,
abul10485,SPUN,1,300,300 xu,3504,
abul10486,SPUN,1,500,500 xu,3487,
abul10487,SPUN,1,500,500 xu,3579,
abul10488,SPUN,1,200,200 xu,3645,
abul10489,SPUN,1,150,150 xu,3502,
abul10490,SPUN,1,150,150 xu,3526,
abul10491,SPUN,1,75,75 xu,3450,
abul10492,SPUN,1,200,200 xu,3573,
abul10493,SPUN,1,10,10 xu,3513,
abul10494,SPUN,1,75,75 xu,3477,
abul10495,SPUN,1,1000,1000 xu,3109,
abul10496,SPUN,1,250,250 xu,3625,
abul10497,SPUN,1,250,250 xu,3517,
abul10498,SPUN,1,10,10 xu,3588,
abul10499,SPUN,1,200,200 xu,3483,
abul10500,SPUN,1,100,100 xu,3569,
abul10501,SPUN,1,75,75 xu,3523,
abul10502,SPUN,1,50,50 xu,3608,
abul10503,SPUN,1,50,50 xu,3602,
abul10504,SPUN,1,75,75 xu,4037,
abul10505,SPUN,1,150,150 xu,3700,
abul10506,SPUN,1,300,300 xu,3613,
abul10507,SPUN,1,50,50 xu,4067,
abul10508,SPUN,1,200,200 xu,3541,
abul10509,SPUN,1,75,75 xu,3611,
abul10510,SPUN,1,300,300 xu,3732,
abul10511,SPUN,1,500,500 xu,3623,
abul10512,SPUN,1,250,250 xu,3496,
abul10513,SPUN,1,250,250 xu,3530,
abul10514,SPUN,1,750,750 xu,3511,
abul10515,SPUN,1,75,75 xu,3594,
abul10516,SPUN,1,200,200 xu,3607,
abul10517,SPUN,1,10,10 xu,3492,
abul10518,SPUN,1,100,100 xu,3656,
abul10519,SPUN,1,300,300 xu,3545,
abul10520,SPUN,1,50,50 xu,3611,
abul10521,SPUN,1,10,10 xu,3601,
abul10522,SPUN,1,25,25 xu,3548,
abul10523,SPUN,1,10,10 xu,3579,
abul10524,SPUN,1,500,500 xu,3510,
abul10525,SPUN,1,50,50 xu,3452,
abul10526,SPUN,1,250,250 xu,3608,
abul10527,SPUN,1,300,300 xu,3553,
abul10528,SPUN,1,250,250 xu,3564,
abul10529,SPUN,1,75,75 xu,3548,
abul10530,SPUN,1,10,10 xu,3544,
abul10531,SPUN,1,25,25 xu,3530,
abul10532,SPUN,1,25,25 xu,3537,
abul10533,SPUN,1,300,300 xu,3517,
abul10534,SPUN,1,75,75 xu,3498,
abul10535,SPUN,1,250,250 xu,3482,
abul10536,SPUN,1,50,50 xu,3468,
abul10537,SPUN,1,250,250 xu,3557,
abul10538,SPUN,1,25,25 xu,3538,
abul10539,SPUN,1,150,150 xu,3489,
abul10540,SPUN,1,25,25 xu,3543,
abul10541,SPUN,1,75,75 xu,3660,
abul10542,SPUN,1,250,250 xu,3140,
abul10543,SPUN,1,750,750 xu,3479,
abul10544,SPUN,1,200,200 xu,3526,
abul10545,SPUN,1,25,25 xu,3521,
abul10546,SPUN,1,250,250 xu,3518,
abul10547,SPUN,1,1000,1000 xu,3525,
abul10548,SPUN,1,50,50 xu,3539,
abul10549,SPUN,1,25,25 xu,3597,
abul10550,SPUN,1,200,200 xu,3559,
abul10551,SPUN,1,250,250 xu,3642,
abul10552,SPUN,1,50,50 xu,3618,
abul10553,SPUN,1,25,25 xu,3586,
abul10554,SPUN,1,200,200 xu,3578,
abul10556,SPUN,1,300,300 xu,3548,
abul10557,SPUN,1,300,300 xu,3642,
abul10558,SPUN,1,500,500 xu,3621,
abul10559,SPUN,1,75,75 xu,3556,
abul10560,SPUN,1,300,300 xu,3707,
abul10561,SPUN,1,10,10 xu,3620,
abul10562,SPUN,1,250,250 xu,3527,
abul10563,SPUN,1,200,200 xu,3562,
abul10564,SPUN,1,100,100 xu,3613,
abul10565,SPUN,1,100,100 xu,3481,
abul10566,SPUN,1,25,25 xu,3588,
abul10567,SPUN,1,750,750 xu,3603,
abul10568,SPUN,1,50,50 xu,3534,
abul10569,SPUN,1,1000,1000 xu,3620,
abul10571,SPUN,1,500,500 xu,3098,
abul10572,SPUN,1,50,50 xu,3569,
abul10573,SPUN,1,25,25 xu,3609,
abul10574,SPUN,1,200,200 xu,3469,
abul10575,SPUN,1,750,750 xu,3491,
abul10576,SPUN,1,150,150 xu,3572,
abul10577,SPUN,1,1000,1000 xu,3547,
abul10578,SPUN,1,250,250 xu,3626,
abul10579,SPUN,1,150,150 xu,3601,
abul10580,SPUN,1,75,75 xu,3626,
abul10581,SPUN,1,75,75 xu,3612,
abul10582,SPUN,1,150,150 xu,3629,
abul10583,SPUN,1,300,300 xu,3488,
abul10584,SPUN,1,100,100 xu,3633,
abul10585,SPUN,1,150,150 xu,3597,
abul10586,SPUN,1,75,75 xu,3604,
abul10587,SPUN,1,200,200 xu,3572,
abul10588,SPUN,1,150,150 xu,3651,
abul10589,SPUN,1,500,500 xu,3472,
abul10590,SPUN,1,300,300 xu,3570,
abul10591,SPUN,1,300,300 xu,4069,
abul10592,SPUN,1,100,100 xu,3564,
abul10593,SPUN,1,50,50 xu,3530,
abul10594,SPUN,1,750,750 xu,3658,
abul10595,SPUN,1,10,10 xu,3591,
abul10596,SPUN,1,100,100 xu,3638,
abul10597,SPUN,1,250,250 xu,3604,
abul10598,SPUN,1,200,200 xu,3568,
abul10599,SPUN,1,500,500 xu,3621,
abul10600,SPUN,1,300,300 xu,3701,
abul10601,SPUN,1,300,300 xu,3650,
abul10602,SPUN,1,200,200 xu,4090,
abul10603,SPUN,1,200,200 xu,3740,
